"",".imp",".id","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"2572",4,304,304,"2024-07-29","NE",28.6666666666667,"56-60","Male","Married","Post-graduate","Tamang",NA,"Bajura","Town","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes",NA,1,4,4,1,1,2,4,2,1,0,1,4,4,4,1,5,8,0.421052631578947,3
"2573",4,305,305,"2024-07-29","NE",11.1833333333333,"66-70","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,3,5,1,1,0,0,3,5,5,0,4,13,0.684210526315789,1
"2574",4,306,306,"2024-07-29","EN",9.48333333333333,"31-35","Male","Single (never married)","Post-graduate","Chhetri",NA,"Morang","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,3,5,4,1,1,4,5,0,0,0,2,4,1,3,0,4,8,0.421052631578947,3
"2575",4,307,307,"2024-07-29","EN",49.0166666666667,"21-25","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Kathmandu","City","Personally have felt strong shaking,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,0,5,4,1,1,2,5,0,0,0,0,3,0,2,1,3,5,0.263157894736842,3
"2576",4,308,308,"2024-07-29","EN",7.75,"26-30","Male","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,3,5,5,NA,NA,2,4,0,0,0,0,2,1,3,1,4,6,0.315789473684211,6
"2577",4,309,309,"2024-07-29","NE",8.83333333333333,"18-20","Female","Married","Secondary","Magar",NA,"Ramechhap","Village","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,2,5,2,1,1,2,2,0,3,1,7,17,0.894736842105263,2
"2578",4,310,310,"2024-07-29","EN",53.8166666666667,"41-45","Male","Married","University (Bachelor)","Bahun",NA,"Kathmandu","City","Know family or friends","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,4,0,1,0,0,3,2,2,1,1,4,0.210526315789474,5
"2579",4,311,311,"2024-07-29","EN",11.5833333333333,"21-25","Male","Single (never married)","Secondary","Yadav",NA,"Bhaktapur","City","Personally felt an earthquake before,Personally have felt strong shaking","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions,Other","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,3,4,2,0,0,0,2,0,1,1,2,3,0.157894736842105,7
"2580",4,312,312,"2024-07-29","EN",13.55,"36-40","Male","Married","Secondary","Newar (Newa)",NA,"Kavrepalanchok","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,1,5,1,1,0,0,2,2,4,1,7,17,0.894736842105263,5
"2581",4,313,313,"2024-07-29","EN",9.65,"18-20","Male","Single (never married)","Secondary","Thakuri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,5,2,0,0,0,2,0,5,0,5,8,0.421052631578947,6
"2582",4,314,314,"2024-07-29","EN",20.15,"66-70","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,4,1,1,0,0,3,5,2,1,1,1,0.0526315789473684,2
"2583",4,315,315,"2024-07-29","EN",3.46666666666667,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,4,5,0,0,0,0,2,0,5,1,2,3,0.157894736842105,5
"2584",4,316,316,"2024-07-30","EN",7.01666666666667,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1,5,5,0,0,2,5,0,0,0,1,2,0,5,1,4,7,0.368421052631579,3
"2585",4,317,317,"2024-07-30","EN",6.03333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Observed","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",0,5,5,1,NA,2,5,0,0,0,0,3,0,5,0,2,3,0.157894736842105,5
"2586",4,318,318,"2024-07-30","EN",7.06666666666667,"41-45","Male","Single (never married)","University (Bachelor)","Rai",NA,"Bhaktapur","Town","Personally felt an earthquake before,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,4,2,0,0,1,3,2,5,0,2,2,0.105263157894737,4
"2587",4,319,319,"2024-07-30","EN",19.9333333333333,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Bhaktapur","Town","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that will certainly cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,5,0,0,0,1,2,0,1,1,1,2,0.105263157894737,1
"2588",4,320,320,"2024-07-30","EN",10.1666666666667,"21-25","Male","Single (never married)","Secondary","Other",NA,"Kaski","City","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,2,4,2,0,0,0,2,0,5,1,4,6,0.315789473684211,6
"2589",4,321,321,"2024-07-30","NE",9.98333333333333,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Lalitpur","City","Personally felt an earthquake before,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions,Other","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,3,5,0,0,0,0,2,0,5,0,5,10,0.526315789473684,7
"2590",4,322,322,"2024-07-30","NE",8.63333333333333,"21-25","Male","Separated","Secondary","Bahun",NA,"Dang","Town","Personally have felt strong shaking","Neither agree nor disagree","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","I don't know","I don’t know","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I have no strong opinions about its implementation.","Neither useful nor useless","No",NA,0,3,3,0,0,1,3,0,0,0,1,2,0,5,1,1,2,0.105263157894737,NA
"2591",4,323,323,"2024-07-30","EN",6.66666666666667,"21-25","Male","Single (never married)","Secondary","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,0,5,5,NA,NA,2,3,0,0,0,0,2,0,5,1,1,1,0.0526315789473684,3
"2592",4,324,324,"2024-07-30","EN",3.43333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Bhaktapur","Town","Personally felt an earthquake before","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,4,5,1,0,0,1,3,0,5,1,1,1,0.0526315789473684,1
"2593",4,325,325,"2024-07-30","EN",15.3166666666667,"21-25","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Ilam","Village","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,3,5,4,1,1,2,4,0,0,0,2,3,0,2,1,1,1,0.0526315789473684,4
"2594",4,326,326,"2024-07-30","EN",6.66666666666667,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Kavrepalanchok","Town","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","Yes",2,5,4,1,NA,4,5,0,0,0,1,2,0,4,0,5,8,0.421052631578947,4
"2595",4,327,327,"2024-07-30","NE",12.05,"31-35","Male","Married","Secondary","Newar (Newa)",NA,"Dhading","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,3,1,1,0,2,2,1,2,0,7,14,0.736842105263158,6
"2596",4,328,328,"2024-07-30","EN",8.26666666666667,"51-55","Female","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,0,5,5,NA,NA,3,5,1,1,1,0,3,3,2,1,1,1,0.0526315789473684,1
"2597",4,329,329,"2024-07-30","EN",255.033333333333,"26-30","Female","Married","University (Bachelor)","Newar (Newa)",NA,"Nuwakot","Town","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,3,5,5,0,0,2,4,1,1,1,1,3,1,4,1,1,1,0.0526315789473684,6
"2598",4,330,330,"2024-07-31","EN",5.7,"18-20","Female","Single (never married)","University (Bachelor)","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,4,5,0,0,1,0,3,0,4,0,3,4,0.210526315789474,4
"2599",4,331,331,"2024-07-31","EN",15.9166666666667,"21-25","Male","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally have felt strong shaking","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","Yes",2,4,4,1,NA,1,5,1,0,0,0,3,0,3,1,1,2,0.105263157894737,1
"2600",4,332,332,"2024-08-01","NE",14.7833333333333,"31-35","Female","Married","Post-graduate","Bahun",NA,"Bhaktapur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,1,5,4,1,1,4,4,0,1,1,0,4,1,2,1,7,14,0.736842105263158,1
"2601",4,333,333,"2024-08-01","NE",19.35,"41-45","Male","Married","Secondary","Newar (Newa)",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,5,1,1,0,0,2,2,4,1,7,14,0.736842105263158,5
"2602",4,334,334,"2024-08-01","EN",10.6666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Madhesh",NA,"Kavrepalanchok","City","Personally felt an earthquake before,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,3,5,2,0,0,0,3,1,1,0,2,2,0.105263157894737,6
"2603",4,335,335,"2024-08-01","EN",4.8,"26-30","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Bhaktapur","Town","Personally felt an earthquake before","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Run outside to open space",NA,"I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,3,4,0,0,0,1,3,1,5,NA,1,1,0.0526315789473684,4
"2604",4,336,336,"2024-08-02","EN",6.65,"21-25","Male","Single (never married)","Secondary","Magar",NA,"Kathmandu","City","Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions,Other","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",1,5,5,1,NA,2,5,2,0,0,0,2,0,5,1,5,11,0.578947368421053,7
"2605",4,337,337,"2024-08-02","EN",5.25,"46-50","Male","Divorced","Pre-primary and/or primary","Other",NA,"Kathmandu","City","Personally have experienced injury","Slightly agree ","I have never heard of it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Useful","Yes",NA,3,4,5,1,1,1,4,2,0,0,0,1,3,3,1,1,5,0.263157894736842,1
"2606",4,338,338,"2024-08-02","EN",13.0666666666667,"26-30","Male","Married","Secondary","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Useful","Ask me again at the end of the survey","Yes",0,4,5,1,NA,3,4,1,1,0,0,2,1,3,1,7,14,0.736842105263158,6
"2607",4,339,339,"2024-08-02","EN",7.15,"21-25","Female","Single (never married)","University (Bachelor)","Chhetri",NA,"Chitwan","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,0,5,5,0,0,2,5,0,0,1,0,3,0,5,0,7,14,0.736842105263158,5
"2608",4,340,340,"2024-08-02","EN",12.4833333333333,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Magnitude of earthquake,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1,5,5,0,0,2,5,0,0,0,0,2,0,4,1,5,10,0.526315789473684,3
"2609",4,341,341,"2024-08-02","NE",6.98333333333333,"31-35","Female","Married","Secondary","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before","Neither agree nor disagree","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,1,5,4,1,1,1,3,0,1,1,0,2,1,4,0,1,1,0.0526315789473684,4
"2610",4,342,342,"2024-08-02","EN",6.8,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kavrepalanchok","Town","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,5,5,0,0,0,1,3,0,5,0,8,19,1,4
"2611",4,343,343,"2024-08-02","EN",18.2166666666667,"18-20","Male","Single (never married)","Secondary","Tharu",NA,"Dhading","Village","Personally felt an earthquake before,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,2,5,2,0,0,2,2,0,4,1,2,2,0.105263157894737,2
"2612",4,344,344,"2024-08-02","NE",8.86666666666667,"26-30","Male","Married","Secondary","Newar (Newa)",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","No",NA,1,5,4,0,0,3,5,1,1,0,0,2,1,4,0,7,14,0.736842105263158,6
"2613",4,345,345,"2024-08-02","EN",10.6666666666667,"31-35","Male","Married","Post-graduate","Bahun",NA,"Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful",NA,NA,3,5,4,NA,NA,3,5,0,1,0,1,4,1,3,0,6,10,0.526315789473684,6
"2614",4,346,346,"2024-08-02","EN",22.05,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,3,4,0,0,0,0,2,0,2,1,4,8,0.421052631578947,5
